author_id,author,gender,COUNT of id
1640,Alfredo Casero,M,1
1639,Jorge Torres Zavaleta,M,1
1637,Gonzalo Sánchez,M,1
1635,Emiliano Balbín,M,1
1634,Rodolfo Manino Iriart,M,1
1631,Camila Sosa Villada,F,1
1630,Irina Sternik,F,1
1628,Alberto L. Zuppi,M,1
1627,Fabián Restivo,M,1
1625,Telma Barreiro,F,1
1624,Ricardo Carciofi,M,1
1623,"Diego Conno, Diego Singer y Roque Farrán",X,1
1622,Natalia Stoppani,F,1
1621,Roberto Lampa,M,1
1620,Genaro Grasso Cerrano,M,1
1619,Colectivo Federal de Trabajadores del Campo de la Salud Mental,X,1
1618,Rodolfo Paverini,M,1
1616,Pablo Abbatángelo,M,1
1615,Víctor Fera,M,1
1614,Paula Bombara,F,1
1613,Mariano Fraschini,M,1
1612,"Lina Anllo, Cintia González Oviedo",F,1
1610,Juan Pablo Lichtmajer,M,1
1609,Catalina Briski,F,1
1607,Manuel Becerra,M,1
1606,Estela Maidac,F,1
1605,Benjamín Uzorskis,M,1
1604,Eduardo Bastitta,M,1
1603,Milton Oddone,M,1
1602,Clementina Crisolitti,F,1
1601,Nicolás Durrieu,M,1
1600,Fernando Frank,M,1
1599,Roque Farrán,M,1
1598,Silvina Martínez,F,1
1597,Michael J. Camilleri,M,1
1596,Jairo Lugo-Ocando,M,1
1595,Nicolás Tereschuk,M,1
1594,Giordana García Sojo,F,1
1593,Mariano Pinedo,M,1
1592,Silvina Ajmat,F,1
1591,Soledad Deza,F,1
1590,Alejandro Rascovan,M,1
1589,Alfredo Jorge Kraut,M,1
1588,Cristian Dellocchio,M,1
1584,Frank Ching,M,1
1583,Liliana Mazea,F,1
1582,Verónica Pérez y Candela Hernández,X,1
1581,Pablo Neira y Federico Pastrana,X,1
1578,"Mariano A. Barrera, Pablo Wahren y Alberto Rodríguez",X,1
1577,Nicolás M. Olszevicki,M,1
1576,Noelia Díaz Esquivel,F,1
1575,María Paula Zacharías,F,1
1573,Micaela Kohen,F,1
1571,Eduardo Capdevila,M,1
1570,Katalina Vásquez Guzmán,F,1
1569,Alejandra Korstanje,F,1
1568,Lila María Feldman,F,1
1567,Víctor De Gennaro,M,1
1565,Nadin Argañaraz,M,1
1564,Teresa Elizalde,F,1
1563,Cynthia Hotton,F,1
1562,José Manuel Corchuelo Blasco,M,1
1561,Viviana Núñez,F,1
1560,Matías Néspolo,M,1
1558,Eugenio Dimier,M,1
1556,Ada Augello,F,1
1555,Alejandro Fierro,M,1
1554,Norberto Liwski,M,1
1552,Carolina Perín,F,1
1550,Martín A. Maldonado,M,1
1548,Raquel Chan,F,1
1547,"Ana Acosta, Mariano Santana y Leandro Mora Alfonsín",X,1
1546,Miguel A. Schiavone,M,1
1544,Sonia Alesso,F,1
1543,Maximiliano Reyes,M,1
1542,Alfredo Ángel Abuin,M,1
1541,Julieta Luque,F,1
1539,Mariano Gerván,M,1
1537,Laura Quiñones Urquiza,F,1
1536,Julián D Angelo,M,1
1535,Cinthia Wanschelbaum,F,1
1534,Alvaro Rosado,M,1
1533,Marcelo Lafón,M,1
1532,Carlos Hoevel,M,1
1531,Juan Manuel Telechea,M,1
1530,Daniel Rafecas,M,1
1528,Débora Huczek,F,1
1527,Martín Feldstein,M,1
1526,Pablo Zarnicki,M,1
1524,Vicente Zito Lema,M,1
1523,Esteban Bayer,M,1
1520,Germán Ferrari,M,1
1519,Fernando Espinoza,M,1
1518,Pablo Ferreyra,M,1
1517,Horacio Fazio,M,1
1516,Silvana Edith Szmukler,F,1
1515,Valeria Licciardi,F,1
1514,Marcelo J. Louge Juárez,M,1
1513,Chris Feliciano Arnold,M,1
1512,Hugo Arana,M,1
1511,Florencia Gordillo,F,1
1510,Pablo Challu,M,1
1508,Emilio Monzó,M,1
1506,Germán L. Kammerath,M,1
1505,Martín Astarita,M,1
1504,Manuel Guzmán-Hennessey,M,1
1503,Javier Lorca,M,1
1502,Ivanna Petz,F,1
1499,Gerardo Sanchis Muñoz,M,1
1498,Jorge Todesca,M,1
1497,Ofelia Fernández,F,1
1496,Sonia Roitman,F,1
1495,Ralph Haiek,M,1
1492,Daniel Tarnopolsky,M,1
1488,Néstor Vicente,M,1
1487,Alberto Manguel,M,1
1486,Marcelo Betti,M,1
1485,André Moreira Cunha y Andrés Ferrari Haines,M,1
1484,Ricardo Gene,M,1
1483,Mónica Macha,F,1
1482,Ricardo Raúl Benedetti,M,1
1480,Leandro Bruni,M,1
1478,Mauricio Wainrot,M,1
1477,Raul Fitipaldi,M,1
1475,Tomás Forster,M,1
1474,Roxana Perazza,F,1
1473,Luis Alén,M,1
1469,Laura Ventura,F,1
1467,Ezequiel Raimondo,M,1
1466,Jorge Eines,M,1
1465,Paula Nurit Shabel y Luciana Chait,X,1
1464,Mr. Kailash Satyarthi,M,1
1463,Ana De Mendoza,F,1
1462,José Muchnik,M,1
1460,Lucía Speroni,F,1
1458,Oscar Soria,M,1
1456,Lucía Esperoni,F,1
1454,Pablo Castillo,M,1
1452,Gustavo Hornos,M,1
1451,Colectivo Ni Una Menos,X,1
1448,Miguel Briante,M,1
1446,José María Nelson,M,1
1445,Diego Latorre,M,1
1444,Mario Waissbluth,M,1
1441,Diego Tatián,M,1
1440,Verónica Montúfar,F,1
1438,Mariano Elizondo,M,1
1437,Alejandra Birgin,F,1
1436,Rodrigo Robles Tristán,M,1
1434,Noelia Custodio,F,1
1431,Daniel H. Suárez,M,1
1430,Christian A. Dodaro y Verónica Díaz Ordoñez,X,1
1425,"Andrei Ujica, Valerie Massadian, Luis Miñarro, María Alché y María Bonsanti",X,1
1424,Andrés Ferrari Haines y André Moreira Cunha,X,1
1423,Lois Pérez Leira,F,1
1422,"Marta Dillon, Verónica Gago",F,1
1421,Carolina Aguerre,F,1
1420,Carolina Reati,F,1
1419,Adrián Stoppelman,M,1
1417,Samanta Bonelli,F,1
1416,Alberto Ricardo Dalla Via,M,1
1414,Lorena Retegui,F,1
1413,Ana Longoni,F,1
1412,Ricardo Romero,M,1
1411,Tania Etulain,F,1
1409,"Andrés Ferrari Haines, André Moreira Cunha",M,1
1408,Patricio Pinto,M,1
1403,Jorge Castañeda,M,1
1402,Mijail Gorbachov,M,1
1400,Ana Gárriz,F,1
1399,Javier Ghibaudi,M,1
1397,Fernando Bertello,M,1
1395,Mariano Narodowski,M,1
1394,Camilo Sánchez,M,1
1393,Tatiana Sfiligoy (Ruarte Britos),F,1
1390,Jimena Noziglia,F,1
1389,Sergio Gabriel Solmesky,M,1
1387,Carlos Rodríguez,M,1
1386,Paola Gallo,F,1
1382,Ricardo Pedace,M,1
1381,Tomás Rodríguez,M,1
1380,Norma Vázquez,F,1
1379,Dalile Antúnez,F,1
1378,Herman Lew,M,1
1376,Gabriel Lanfranchi,M,1
1374,Francisco Quintana,M,1
1372,Horacio Losoviz,M,1
1371,Noelia Rivero,F,1
1370,Jorge Castro Rubel,M,1
1369,Marcelo Langieri,M,1
1368,Jorge Reinaldo Vanossi,M,1
1365,Jeanet Leguas,F,1
1361,Martin Wallach,M,1
1359,Ricardo Pignanelli,M,1
1358,Marie Bardet,F,1
1357,Shelley Park,F,1
1355,José Ramón López-Portillo,M,1
1354,Marcelo Saguier,M,1
1353,Javier Bardem,M,1
1352,Lola Sasturain,F,1
1351,Rodrigo Zarazaga,M,1
1350,Susana Malcorra,F,1
1346,Marta Braschi,F,1
1345,Domingo Bresci,M,1
1343,Nicolás Zeolla,M,1
1341,Elena Duro,F,1
1339,Lucas Doldan,M,1
1336,Victoria Zorraquín,F,1
1335,Gustavo Ferrari,M,1
1334,Marisa Giráldez,F,1
1332,Julieta Waisgold,F,1
1328,Aldo Lo Russo,M,1
1323,Sebastián Halperín,M,1
1322,María Victoria Giulietti,F,1
1321,Emilio J. Cardenas,M,1
1320,Irene Meler,F,1
1318,Arnaldo “Lalo” Piñon,M,1
1317,Max Aguirre,M,1
1316,Adrian Franco (Pati),M,1
1312,Mario Midón,M,1
1311,Rita Cortese,F,1
1309,Marikena Monti,F,1
1308,Jorge Altamira,M,1
1307,Ariel Basteiro,M,1
1305,Jorge Sarghini,M,1
1303,Daniel E. Novak,M,1
1301,Carla Carrizo,F,1
1300,Maximiliano Abad,M,1
1299,Sandra Aguilar,F,1
1298,Silvia Saravia,F,1
1297,Adán Jodorowsky,M,1
1296,Andrés Calamaro,M,1
1295,Pablo Nocera,M,1
1292,"1-Claudia Broitman, 2-Graciela Chemello, 3-Patrica Sadovsky y 4-Carmen Sessa",X,1
1291,Walter Bressia,M,1
1288,Cecilia Rikap,F,1
1285,Silvina Romano,F,1
1283,Mariano Llinás,M,1
1282,Alfredo Pérez Galimberti,M,1
1281,Gabriela Larralde,F,1
1280,Oscar Cecchi,M,1
1278,Jorgelina Loza,F,1
1275,Dario Pignotti,M,1
1273,Adriana Lauria,F,1
1272,Diego Berardo,M,1
1270,Hernán Maurette,M,1
1267,José María Lladós,M,1
1265,Edgardo N. De Vincenzi,M,1
1264,Luci Cavallero,F,1
1263,Ignacio D’Amore,M,1
1259,Fabiana Quaini,F,1
1258,Guillermo Schavelzon,M,1
1256,Camila Campodónico,F,1
1255,Nora Lía Sormani,F,1
1254,Daniel Funes de Rioja,M,1
1253,Ariel Geandet,M,1
1250,Pablo Slonimsqui,M,1
1249,Marianela Scocco,F,1
1248,Hernán Patiño Meyer,M,1
1247,Agustín Waisman,M,1
1245,José Suárez Álvarez,M,1
1244,Grupo Ciencia y Técnica Argentina (CyTA),X,1
1242,Juan Falú,M,1
1241,Ben Backwell,M,1
1240,Carlos Martínez y Nicolás Dinerstein,X,1
1239,Irina Moroni,F,1
1237,Andrew Graham-Yooll,M,1
1236,Daniela Gabor,F,1
1232,Marcela Ana Negro,F,1
1231,Damián Brizuela,M,1
1230,Alberto Sileoni,M,1
1229,Pedro Wasiejko,M,1
1228,Pablo Antonini,M,1
1227,Wanda Fraiman,F,1
1226,Silvia E. González Ayala,F,1
1225,Martín Unzué,M,1
1224,Natalia Aruguete,F,1
1223,"A. López Accotto, C. Martínez, M. Mangas y R. Paparas",X,1
1222,Sebastián Varela del Río,M,1
1221,Ezequiel Brahim,M,1
1219,Juan Pablo Ordoñez,M,1
1217,Leopoldo Moreau,M,1
1216,Rafael Rojas,M,1
1215,Antoni Gutiérrez-Rubí,M,1
1214,Carol Proner,F,1
1212,Sara Méndez,F,1
1211,Hugo Wortman Jofré,M,1
1210,Gail Scriven,F,1
1209,Cecilia Sciessere,F,1
1208,Hijos La Plata,X,1
1207,Mauro Limas,M,1
1206,Pablo Martínez Carignano,M,1
1205,Laura Galarza,F,1
1204,Pablo Rovito,M,1
1203,Tomás Varnagy,M,1
1202,"Federico Pastrana, Florencia Medici",M,1
1200,Diego Luciani,M,1
1199,Gerardo Alzamora,M,1
1198,Osvaldo L. Delgado,M,1
1197,Esteban Elena,M,1
1196,Walter C. Medina,M,1
1194,Esteban Sánchez,M,1
1191,Enrique Valiente Noailles,M,1
1190,Daniel Ulanovsky Sack,M,1
1189,Pablo Shmerkin,M,1
1188,Graciela Daleo,F,1
1185,Giselle Santana,F,1
1183,Horacio Viqueira,M,1
1182,Jorge Streb,M,1
1180,María Soledad Segura y Agustín Espada,X,1
1179,Esteban Torres,M,1
1178,Ester Szlit,F,1
1177,Ignacio Peña,M,1
1176,Juan Ignacio Duarte,M,1
1175,Andrés Repar y Arturo Trinelli,X,1
1173,Enrique “Pepe” Albistur,M,1
1167,Mabel Careaga,F,1
1163,Martín Zeballos Ayerza,M,1
1162,Emilse Pizarro,F,1
1161,Señorita Bimbo,F,1
1159,Carlos Pisoni,M,1
1158,Iván Pablo Orbuch,M,1
1157,Marina Lisenberg,F,1
1156,Carlos Menem,M,1
1154,Andrea Guzmán,F,1
1153,Hernán Patiño Mayer,M,1
1152,Alejandro Besuschio,M,1
1151,Camila Stimbaum,F,1
1149,Cristina Banegas,F,1
1145,Daniel H. Silva,M,1
1144,Mario Alberto Juliano,M,1
1141,Raúl Magnasco,M,1
1140,Carla Yumatle,F,1
1139,Raúl Muda,M,1
1138,Mariano Holot,M,1
1137,Javier Torres Molina,M,1
1136,Daniel Barenboim,M,1
1133,Pedro Goldfarb,M,1
1132,Carta Abierta,X,1
1131,Juan Félix Marteau,M,1
1130,Mariano Bartolomé,M,1
1129,Thomas L. Friedman,M,1
1128,Enrique Peña Nieto,M,1
1125,Marta Cichero,F,1
1124,Luciana Zorzoli,F,1
1122,Mark Kent,M,1
1121,Carola Martinez,F,1
1120,Eduardo Diana,M,1
1119,Eduardo F. Valdés,M,1
1118,Andrea Echevarría,F,1
1117,Gala Díaz Langou,F,1
1116,Federico Casal,M,1
1113,Verónica Buchanan,F,1
1110,Corina Alegre,F,1
1109,Santiago de Estrada,M,1
1105,Silvia Duschatzky,F,1
1103,Mario D. Serrafero,M,1
1099,María Medrano,F,1
1098,Jorge A. Colombo,M,1
1097,Ana María Delgado,F,1
1095,Eugenia Botta,F,1
1093,"Blas Bigatti, Santiago Ragno y Santiago Stura",X,1
1090,Miguel Ángel Pichetto,M,1
1089,Sergio Pasqualini,M,1
1088,Victoria Giarrizo,F,1
1087,Mario Negri,M,1
1083,Roberto Agosta,M,1
1080,Alejandro J. Ganimian,M,1
1075,Tina Gardella,F,1
1074,Victoria Tolosa Paz,F,1
1073,Juan Fernando Brügge,M,1
1070,Silvia Giacoppo,F,1
1066,Federico Sciurano,M,1
1065,Paul Krugman,M,1
1062,Lothar Matthäus,M,1
1061,Luciano Fabbri,M,1
1059,Clara Sanchis Mira,F,1
1057,Karina Galperín,F,1
1054,Gustavo López,M,1
1053,Pierre Henri Guignard,M,1
1052,Manuel Sbdar,M,1
1051,Juan Pablo Sorín,M,1
1050,Enrique Nardone,M,1
1049,Oscar Trotta,M,1
1047,Hugo Yasky,M,1
1046,Karina Felitti,F,1
1045,Analía Más,F,1
1044,Silvia Elizalde,F,1
1043,Luis Alberto Cáceres,M,1
1042,Gabriela Michetti,F,1
1041,Aida Kemelmajer de Carlucci,F,1
1040,Gonzalo Arzuaga,M,1
1039,Daniel Pelegrina,M,1
1037,Yumber Vera Rojas,M,1
1036,Marcelo Mazzuca,M,1
1029,Miriam Boyadjian,F,1
1027,Adriana Noreña,F,1
1026,Jason Beech,M,1
1025,Miguel Angel Asensio,M,1
1024,Laura Devetach,F,1
1023,Raúl Barrios,M,1
1022,Mariana L. González,F,1
1017,Nicolás Hernán Zeolla,M,1
1016,Jorge Fonseca,M,1
1013,Josefina Mendoza,F,1
1011,Lucía De leone,F,1
1009,Siro De Martini,M,1
1007,Leticia Cerezo,F,1
1006,Laura F. Belli,F,1
1005,Mariano Obarrio,M,1
1002,Victoria Morales Gorleri,F,1
1001,Laura Laski,F,1
995,Magalí Etchebarne,F,1
991,Romina Behrens,F,1
988,Roxana Longo,F,1
987,",",X,1
985,Raanan Rein,M,1
983,Teresita Vargas,F,1
982,Gabriel Chocron,M,1
979,Adriana Alegrett Salazar,F,1
978,Teresa Vargas,F,1
976,Alejandro Melamed,M,1
972,Nicolás Arata,M,1
969,Gustavo Segré,M,1
967,Anabella Lucardi,F,1
966,Marta Nebot,F,1
965,Rafael Velasco,M,1
964,Iñaki Regueiro De Giacomi,M,1
962,José Armando Caro Figueroa,M,1
961,María Cristina Oleaga,F,1
960,Arnaldo Otegi,M,1
959,Facundo Solanas,M,1
958,Ariel Graizer,M,1
957,René Oviedo,M,1
952,Diego Videla,M,1
949,Pablo Chena,M,1
940,Ernesto Meccia,M,1
939,Raúl Cazal,M,1
936,Fabián Ruocco,M,1
934,Sergio Wisky,M,1
932,Lisandro Rábida,M,1
925,Gabriel Levinas,M,1
922,Carlos Elbert,M,1
921,Salvador Gil,M,1
920,Lorenza Sebesta,F,1
917,Eduardo Macchiavelli,M,1
915,Lucía Cirmi Obón,F,1
913,Gustavo Bulla,M,1
908,Pablo Manzanelli,M,1
907,César Merea,M,1
906,Fernando Henrique Cardoso,M,1
905,Jorge Capitanich,M,1
904,Ana Acosta,F,1
902,Gustavo Ludmer,M,1
901,Guillermo Calvo,M,1
900,Mariano Sardans,M,1
899,"Hernán Letcher, Germán Muiño y otros",X,1
897,"Hernán Letcher, Germán Muiño, Magdalena Rua, Julia Strada y Leandro Ziccarelli",M,1
896,Santiago Montoya,M,1
894,Patricio Garcia de Leo,M,1
891,​​​​​​​Iván Pablo Orbuch,M,1
889,Raúl Montenegro,M,1
887,Diana Tussie,F,1
884,Juan Pegoraro,M,1
882,Horacio Reyser,M,1
881,Verónica Grondona,F,1
880,Adrián Falco,M,1
876,Mariana Maggio,F,1
873,Alejandra Litterio,F,1
872,Luis Grossman,M,1
871,Emmanuel Alvarez Agis,M,1
870,Deborah Huczek,F,1
868,Martín Lousteau,M,1
867,Marcelo Szelagowski,M,1
866,Carlos Alberto Barzani,M,1
865,Claudio Figuerola,M,1
862,Alan Iud,M,1
860,Andrés Vilella Weiss,M,1
859,Alejandro Robba,M,1
858,Juan Cuattromo,M,1
854,Juan Grabois,M,1
846,Bjørn Lomborg. The Project Syndicate / Especial para Clarín,M,1
844,Juan Pablo Álvarez,M,1
843,Federico Águila,M,1
841,Constanza Mazzina,F,1
839,Pablo Calvo,M,1
835,Mario Pujó,M,1
834,Daniel R. Viola,M,1
831,Alejandro Corbacho,M,1
830,Andrés Repar y Marcos Rebasa,X,1
829,Javier Rodríguez,M,1
828,"Valeria Mutuberría Lazarini, Gabriela Buffa y Gabriela Nacht",X,1
824,Nicolás Comini,M,1
823,Agustín Colombo Sierra,M,1
822,Chantal Mouffe,F,1
821,Mariano Beltrani,M,1
819,Lidia Heller,F,1
818,Andres Valenzuela,M,1
817,"Alfredo Serrano Mancilla, Gisela Brito y Ava Gómez",X,1
815,Abelardo Franchini,M,1
814,Martín Gauto,M,1
812,Alejandro M. Correa,M,1
811,Mariel Carrubba Laraignée,F,1
810,Fernanda Laguna,F,1
805,Ricardo Beltrán,M,1
802,Federico Saravia,M,1
801,Beto Pianelli,M,1
800,Esteban Rubinstein,M,1
797,Cristiana Schettini,F,1
793,Edi Zunino,M,1
792,Mariana Kappelmayer de Palacios,F,1
790,Susana Toporosi,F,1
789,Horacio Meguira,M,1
788,Norma Cuevas,F,1
786,Agustín Carrara,M,1
785,Natalia Zito,F,1
783,Marisol Merquel,F,1
782,Madeleine Albright,F,1
780,Darío Norman Martínez,M,1
778,Mauricio D'Alessandro,M,1
775,Ramiro González,M,1
773,Fabrizio Maranzana,M,1
769,Jorge Luis Duperré,M,1
765,Daniel Green y Juan Fal,X,1
764,"Ana Oberlin, Guido Croxatto y Charly Pisoni",X,1
761,Edgardo Esteban y Uriel Erlich,X,1
760,Katu Arkonada,M,1
758,Germán C. Garavano,M,1
755,Martha Rosenberg,F,1
750,Oscar Luna,M,1
748,Gabriel Mariotto,M,1
747,Julio Conte Grand,M,1
744,Gustavo Sain,M,1
743,Alberto Ferrari Etcheberry,M,1
741,Myriam Mitrece,F,1
739,Alejandro Kaufman,M,1
738,Florencia Luna,F,1
736,Itai Hagman y Mariano Santana,X,1
735,Federico Pastrana y Juan Goldman,X,1
734,Carolina Allievi y Victoria Freire,X,1
733,Sebastián Galiani,M,1
732,Sacha Kun Sabó,M,1
730,Felipe Calderón,M,1
728,Denise Braz,F,1
727,Dolores Young,F,1
726,Mariana Pedace,F,1
724,Gimena de León,F,1
723,Gimena de León y Alejandro Biondi,X,1
722,Beatriz Chisleanschi,F,1
720,María Pía del Castillo,F,1
718,Eduardo Wolovelsky,M,1
717,Claudia Lázaro,F,1
715,Emilio Alochis y Marcos Muñoz,X,1
714,Jorge Carrera,M,1
713,Beatriz Busaniche,F,1
712,Ricardo Kohan,M,1
709,Alfredo Fragueiro,M,1
708,José Cruz Campagnoli,M,1
707,Juan Manuel Padin y Juan E. Cantarella,X,1
706,Eduardo Reina,M,1
705,Luis Angel D’Elía,M,1
700,Alberto Bovino,M,1
698,Maricel Etchecoin Moro,F,1
695,Soraya Maicoño,F,1
693,Mela Bosch y Tatiana Carsen,X,1
692,Gustavo Westerkamp,M,1
691,Guillermina Tiramonti,F,1
689,José Antonio Viera-Gallo,M,1
688,Taty Almeida,F,1
687,Hebe de Bonafini,F,1
685,Oscar Ojea,M,1
684,Daniel Santoro,M,1
683,Estela Barnes de Carlotto,F,1
682,Pablo Poncini,M,1
679,Guillermo M. Lipera,M,1
677,Por Leonardo Grosso,M,1
676,Por Carlos Rozanski,M,1
675,Maciek Wisniewski,M,1
670,Adrián Foncillas,M,1
669,Rodrigo Álvarez Litre,M,1
667,Mercedes Cavallo,F,1
666,Abel Albino,M,1
663,Nicolás Cassese,M,1
661,Juan Carlos Junio,M,1
660,Juan Manuel Otero,M,1
659,Karina Banfi,F,1
656,Pablo llonto,M,1
651,Pablo Llonto,M,1
650,Karina Cammarota,F,1
649,Ataúlfo Pérez Aznar,M,1
645,Andrea Pochak,F,1
643,Ignacio Silva,M,1
638,Ana Viola,F,1
635,Rodrigo Pena,M,1
634,Laura Klein,F,1
630,Pablo Princz,M,1
629,Alejandro W. Slokar,M,1
626,Jorge Gronda,M,1
623,Noel Alonso Murray,F,1
622,Emilce Moler,F,1
621,Mariela Baladron,F,1
620,Zelmira Bottini de Rey,F,1
619,Lino Barañao,M,1
616,Mariela Baladron y Ezequiel Rivero,X,1
613,Inés Estévez,F,1
611,Carolina Hadad,F,1
609,Nadia Minghetti,F,1
608,Itai Hagman y Pablo Wahren,X,1
604,Tatiana Gallego-Lizón,F,1
600,José Miguel Onaindia,M,1
599,Damián Pedemonte,M,1
595,Rodolfo Livingston,M,1
591,Guillermo Ariza,M,1
589,Alejandro Duchini,M,1
583,Fernando Savater,M,1
582,Alberto Fernández,M,1
581,Angel Berlanga,M,1
577,Alfredo Luis Fernández,M,1
576,Lucas E. Gómez,M,1
575,Carlos Tomada y Inés Vázquez,X,1
574,María Lazzaro,F,1
569,Juliana Miceli,F,1
566,Gabriela Cabezón Cámara,F,1
565,Jaime Saavedra y Jesko Hentschel,X,1
564,Gastón Garriga,M,1
560,Verónica Maggio,F,1
559,Cristian Bolado,M,1
558,Claudio Boyé,M,1
557,Sandra Saidman,F,1
553,Mariana Sirimarco,F,1
552,Nicolás Tereschuk y Nicolás Freibrurn,X,1
551,José Andrés Repar,M,1
548,Julio A. Piekarz,M,1
543,Mariano A. Barrera,M,1
542,Florencia Casamiquela,F,1
541,José Bielicki,M,1
537,Andrés Kreiner,M,1
536,Julio César Urien,M,1
532,Belén López Peirano,F,1
528,Claudio Ariel Romero,M,1
526,Hernán Arce Zaconeta,M,1
525,Mariana Galvani,F,1
523,Michael J. Abramowitz,M,1
515,Tila Tuguía,X,1
514,Mario Roset,M,1
511,Roberto Agustín Follari,M,1
510,Pablo Carreras Mayer,M,1
504,Alicia Entel,F,1
501,Inés Aguerrondo,F,1
493,Pedro Rey,M,1
484,Estela Carlotto,F,1
479,la Red de Intelectuales y Artistas en defensa de la Humanidad,X,1
477,Fernando Latrille,M,1
471,Daniel Filmus y Diego Hurtado,X,1
468,Edison Lanza,M,1
465,Pablo Ramos,M,1
461,Diego Hurtado y Daniel Filmus (*,X,1
460,Pablo Lada,M,1
458,Marcos Las Heras,M,1
456,Ian Drummond y Rogelia S. Toer,X,1
455,María de los Angeles Ledesma,F,1
454,Alfredo Sainz,M,1
452,Emilio Del Guercio,M,1
446,Gonzalo Navarro Sanz,M,1
442,Sergio Bufano,M,1
438,Alejandro Linares,M,1
434,Ezequiel Kostenwein,M,1
426,Andrés J. Kreiner y Roberto C. Salvarezza,X,1
424,Manu Ginóbili,M,1
423,Gerardo Arenas,M,1
420,Alicia Pierini,F,1
417,Luis Kon,M,1
415,Martín Burgos,M,1
414,Marina Yasky,F,1
411,Diego Vernazza,M,1
409,Ariel Cohen Sabban,M,1
408,Mariano Recalde,M,1
404,Juan Pablo Sioffi,M,1
402,Eduardo De la Serna,M,1
394,Sergio Rubin,M,1
388,Julio Raffo,M,1
382,Fernanda Iglesias,F,1
381,Luciano Lutereau *,M,1
379,Pedro Golfarb,M,1
374,Sergio Rodríguez,M,1
371,Delia Ferreira Rubio,F,1
369,Pablo Cohen,M,1
368,Joaquín Hidalgo,M,1
363,Jorge Vasconcelos,M,1
358,Héctor Crespo Figueras,M,1
349,Martín Vauthier y Santiago Mosquera,X,1
342,Damián Pierbattisti,M,1
338,Gustavo Bazzan,M,1
335,Adelfa Jozami,F,1
329,Ernesto Sanz,M,1
328,Martín Hilal,M,1
327,José Bellas,M,1
323,Yang Wanming,M,1
318,Álvaro García Linera,M,1
312,Nahuel Gallotta,M,1
306,Carlos Noriega,M,1
303,Fernando “Pino” Solanas,M,1
302,David Cantero Pérez,M,1
301,Federico Nacif,M,1
282,Alejandro Cattaruzza,M,1
281,Tomás Abraham,M,1
271,Felipe de la Balze,M,1
264,Pedro Villagra Delgado,M,1
258,Ignacio Encabo,M,1
257,Ana Pardo,F,1
252,"Alejandro López Accotto, Carlos Martínez y Martín Mangas",X,1
242,Miguel Gaya,M,1
239,Roberto Borrone,M,1
236,Federico Despoulis Netri,M,1
226,Fabiana Kramarz,F,1
224,Ángeles Castro,F,1
223,Claudio Mauri,M,1
216,Rafael Klejzer y Laura Bitto,X,1
207,Bet Gerber,F,1
206,Gisela Marziotta,F,1
201,Elena Llorente,F,1
191,Anne Hidalgo - Horacio Rodríguez Larreta,F,1
188,Equipo PCOC-UBA,X,1
185,Luis Vedoya,M,1
178,Walter Agosto,M,1
176,Cecilia “Checha” Merchán,F,1
175,Luis A. Raffaghelli,M,1
174,Miguel Angel Fernández Pastor,M,1
170,Máximo Kank,M,1
169,Luis Raffagheli (*,M,1
168,Vicente Espeche Gil,M,1
155,Comisión de Homenaje a Antonio Cafiero,X,1
152,Orlando Ferreres,M,1
137,José Luis Di Lorenzo,M,1
127,Ricardo Salgado,M,1
126,Gonzalo Diéguez,M,1
119,Eduardo López * y Mariano Denegris,X,1
118,Javier Lewkowicz,M,1
114,Carlos Sanzol,M,1
110,Miguel Angel Santos,M,1
91,Nicolás Kogan,M,1
85,Manuel Gonzalo Casas,M,1
74,Ana María Mustapic,F,1
62,Martín Lozada,M,1
43,Javier Saúl,M,1
23,Quintín,M,1
4,Guillermo Lousteau Heguy,M,1